id,title,event_id,organisation_id,user_id,creator_id,system_score,created,opened,deleted,saved,clicked_out
613,IRS Audits: Mistakes to Avoid,1202,34,139,143,0.36,1715376695,1715380295.0,,,
614,Major Franchise Opportunity Start Your Own Online Cannabis Store Free Event,635,34,139,99,0.35,1715376695,1715380295.0,1715383895.0,,
615,"Network, Connect & Build Together Expo",830,34,139,99,0.34,1715376695,1715383895.0,,1715387495.0,1715391095.0
624,Launch Your Own Cannabis Virtual ( Online ) Buisness In Person Event,437,35,140,99,0.43,1715376700,,1715380300.0,,
625,Cannaglobe Opportunity Meeting,652,35,140,98,0.42,1715376700,1715383900.0,1715394700.0,1715387500.0,1715391100.0
626,"Network, Connect & Build Together Expo",830,35,140,99,0.41,1715376700,1715380300.0,1715383900.0,1715380480.0,1715380360.0
627,Fund Your Business: Options for Raising Capital and Navigating M&A,1246,35,140,98,0.41,1715376700,1715383900.0,,1715387500.0,
628,Launch Your Very Own Virtual (Online)Cannabis Dispensary Store,1129,35,140,99,0.4,1715376700,1715383900.0,,1715380600.0,1715384200.0
639,Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs,1194,36,141,98,0.47,1715376724,1715380324.0,1715383924.0,1715380624.0,1715384224.0
640,Surna: What to Expect When You're Expanding or Retrofitting,1245,36,141,144,0.44,1715376724,1715383924.0,1715380384.0,,
641,Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs Pt. II,1192,36,141,98,0.44,1715376724,1715383924.0,,1715380504.0,1715380384.0
642,Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance,1254,36,141,99,0.43,1715376724,1715383924.0,1715387524.0,,1715380384.0
643,Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04,433,36,141,144,0.42,1715376724,1715383924.0,,,1715387524.0
654,Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs,1194,36,142,98,0.47,1715376724,1715383924.0,,,
655,Surna: What to Expect When You're Expanding or Retrofitting,1245,36,142,99,0.44,1715376724,1715380324.0,,1715380624.0,
656,Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs Pt. II,1192,36,142,98,0.44,1715376724,1715380324.0,1715383924.0,1715380624.0,1715384224.0
657,Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance,1254,36,142,144,0.43,1715376724,1715383924.0,,,1715387524.0
658,Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04,433,36,142,99,0.42,1715376724,1715383924.0,1715387524.0,,
